城市,评论,昵称,性别,评分,观影时间
西宁,非常好看，值得推荐,BkD774176518,0,5,2018-10-13 22:59
广州,谁是真正的画家？,AGQ188241347,0,5,2018-10-13 22:59
上海,电影对主角变化的描写有点深，一般人比较难彻底理解，适合理解能力比较强的人看。总体而言，还过的去。,IEX224459888,1,4,2018-10-13 22:59
南宁,国内的电影能有如此精彩剧情让我很欣喜，看到发哥的经典枪战和大场面以及发哥精湛演技爽到心底。,晓天晓世界,1,5,2018-10-13 22:59
上海,看到最后才知道原来剧情是个大反转,Lucky8948,2,4.5,2018-10-13 22:58
无锡,发哥永远不会让我失望^_^最后的反转绝了，是我万万没想到的,晚风四月,2,5,2018-10-13 22:58
无锡,发哥和郭天王的演技一流,teG580247258,0,5,2018-10-13 22:58
昆明,相当好看，全程无尿点,龙大洋,1,5,2018-10-13 22:58
南阳,太渣啦！周润发出演这样的片子就是晚节不保啊！严重损害他粉丝心目中的形象！,云水禅心3473,1,0.5,2018-10-13 22:58
广州,小马哥还是老了，动作戏还是少了。。,邓伟3607,1,3,2018-10-13 22:57
晋城,不错，看完觉得很好，值得看。,RvS180613529,0,5,2018-10-13 22:57
成都,超级精彩，发哥不愧是永远的男神,cynthialuo99,0,5,2018-10-13 22:57
赣州,剧情真一般般。有点失望。我是看一个影评公众号推荐的，说燃炸了。所以和男朋友一起去看，男朋友也很失望😞。,nUW177981048,0,2.5,2018-10-13 22:57
湛江,不好看，看这么多部电影，第一次打瞌睡,CWQ192869656,0,1.5,2018-10-13 22:57
上海,周润发和郭富城不愧为多年的影帝！除了演技好还有剧本也很赞！值得回味！,ynqj,0,5,2018-10-13 22:57
苏州,挺好的一部电影,Albeezhen,0,5,2018-10-13 22:57
儋州,非常满意，很好看(●◡●)ﾉ,Y61963,2,5,2018-10-13 22:57
重庆,"情节精彩,是近年来比较出色的一部港片。",毛毛虫com,1,5,2018-10-13 22:56
福州,好，，，，，，，,Nwg200802857,1,4.5,2018-10-13 22:56
盘锦,两大影帝的演技相当好了,包子呵呵,0,5,2018-10-13 22:56
东海,看完了，出来、真的一般般。怎么拍成这样？,eqE737292524,0,2.5,2018-10-13 22:56
合肥,最后结尾没看懂，到底谁是画家？,就这样开始794,1,4.5,2018-10-13 22:56
闽侯县,看了那么多年的发哥  真的一笑就觉得什么都回来了  处事不惊 沉稳果断！ 大爱发哥！！,Luo2415,1,4.5,2018-10-13 22:56
北京,好评！剧情最后反转,OBQ892582335,0,4.5,2018-10-13 22:56
永康,剧情反转后对许多情节打起问号，李问才是真正的画家，他为什么要利用吴复生这个身份周润发这张脸？他跟秀清拿枪对峙的时候，跟他出生入死的兄弟为什么拿枪指他而不是秀清？……,晚安morning,0,4,2018-10-13 22:56
张家口,拍的什么了，一个交你印假美金的电影，看的都快睡着了,daixuaoli,0,1.5,2018-10-13 22:56
深圳,港片总是那么多疑惑？,RBb767892443,1,4,2018-10-13 22:56
绵竹,反转很不错（不算剧透吧）,EhV796988695,0,5,2018-10-13 22:56
重庆,真的不错，值得去看,ixb13983242858,2,5,2018-10-13 22:56
鞍山,确实好看，剧情反转，但是我有一点疑问，最后郭富城为什么要把“画家”的形象描述成周润发呢，周润发就是在警局上班的，很快会被警察发现此“画家”是假的啊，留给他逃走的时间不是很少，甚至当他给出画家的画像时就可能会被发现是假的啊？？期待答疑解惑…,小飞飞飞飞飞123,0,5,2018-10-13 22:55
盘州市,今年最好的港片,新人IDKN,1,5,2018-10-13 22:55
西安,不错，拍的挺好。,美女消耗品,1,5,2018-10-13 22:55
蓬莱,超级喜欢发哥的表演，郭天王也是厉害，心思缜密的一部精品，正如电影的题目，国庆档的无双，only one!only number one 哈哈！,李虾虾是我,2,5,2018-10-13 22:55
天津,结局很意外，哈哈,Myd748079209,0,4.5,2018-10-13 22:55
揭阳,很好看，结局反转,kow524719035,0,5,2018-10-13 22:55
汕头,"真亦假时 假亦真 
发哥和郭天王的演技棒棒哒 
怎么可以那样帅",恬素285,2,5,2018-10-13 22:54
盐城,能说没看懂吗？谁解答一下,朱敏宝贝,0,5,2018-10-13 22:54
厦门,完美，支持发哥，演技超棒！,零下8度8,1,5,2018-10-13 22:54
锡林郭勒,还行吧，结局挺意外的，两个主角都很帅气,Jcw827599600,2,4,2018-10-13 22:54
佛山,烧脑的剧情，发哥还是威武霸气,candy13790008700,0,5,2018-10-13 22:54
长治,香港电影大致雷同,RVV910766514,0,5,2018-10-13 22:54
平度,"豆瓣

电影图书广播小组

￼

用 App 打开
查看影人相册

极速下载 打开

￼无双 8.1分

无双观后感

忘忧草 

2018-09-25 09:20:48

￼

看完了《无双》首映，果然让人惊喜，第一次看这种制伪钞的题材，剧情严谨，环环相扣，不能错过任何一个画面，这是这两年看过的最好的香港电影，感觉以前的港片又回来了，大家一定要去影院看起来。然后周润发的表演让人看到了他八九十年代的风采，发哥依然是银幕上拿枪最帅的男人，没有之一。",刘瑞美660,2,5,2018-10-13 22:53
顺德,结局完全意想不到，值得买票入场👍 ,欧宝宝的爸爸,1,4.5,2018-10-13 22:53
郑州,真的挺好看的，推荐，是一个值得再嚼一遍的电影,piupiu美妞,0,5,2018-10-13 22:53
襄阳,哎..........,李坤1977,0,3.5,2018-10-13 22:53
惠安,不错。发哥超帅,SbD937991287,0,5,2018-10-13 22:53
耒阳,没看懂，完全看情怀,cicelyliu,2,1.5,2018-10-13 22:53
北京,发哥太帅啦。发家致富cp站定。,Cocoa938,2,4,2018-10-13 22:53
上海,很烧脑！！！,Rja13770554885,2,5,2018-10-13 22:53
上海,可以，很好看，发哥的感觉又来了,二少0206,1,4.5,2018-10-13 22:53
上海,发哥永远都那么帅,晴4962,2,5,2018-10-13 22:53
临沂,有句话，我特别喜欢。有时候假的比真的还真，爱情也不过如此。真的得不到就会出现仿制品。,赵志坤852,0,5,2018-10-13 22:53
睢宁,公子世无双。,不想取经的猴,0,5,2018-10-13 22:52
泉州,好评，你看了就知道了,213好青年597,1,5,2018-10-13 22:52
天津,挺好看的，环境不错。,uit163191364,0,5,2018-10-13 22:52
沧州,没有嗝嗝老师好看,A桃之夭夭638,2,4,2018-10-13 22:52
北京,剧情反转 超出想象 值得一看 发哥真帅,彬哥哥love,0,5,2018-10-13 22:52
兰溪,这些年仿佛看到了香港电影的回归，从《无间道》到《追龙》再到《无双》，好剧本+好演员+好导演，仿佛让我们又回到了那些年我们一起追过的港影经典。《无双》，叙事手法别具一格，发哥和郭天王的演技也一流。特别是发哥拿起双枪，和对手决一死战的那场戏，看的我内心无比激动。因为那一幕让我想起了《英雄本色》中的小马哥。我想，导演在拍这一场戏的时候，也在致敬发哥吧！无论时光再变，发哥永远不变，他留给观众的荧屏形象一直都在！,QfJ493871453,0,4,2018-10-13 22:51
当阳,还不错?高颜值，高演技?,XFx646771634,0,5,2018-10-13 22:51
呼和浩特,没意思，不好看。,蒙A凌,1,2,2018-10-13 22:51
安阳,超棒，终于看出来郭富城的演技了。发哥身材控制的好棒，还是记忆力年轻的他,yvU583908253,0,5,2018-10-13 22:51
江阴,情节激烈，动作紧凑，就是我没有看懂啥意思,zyj450385860,0,4.5,2018-10-13 22:51
长春,支持港剧！还是很不错的！,sJB269199244,0,5,2018-10-13 22:51
深圳,非常不错，周润发演的,jsI711848430,2,5,2018-10-13 22:51
常州,电影的手法有点类似于看不见的客人，目前在国内这种烧脑的电影还是比较少的，还挺吸引人看的,Donnading2014,0,4.5,2018-10-13 22:51
广州,觉得最近郭富城的演技真的越来越好了，无双还是典型的港片模式吧，中规中矩，还是不错的😊 ,nNM269044944,1,5,2018-10-13 22:51
安庆,一般到我都不太想评价了,BRN527274652,1,4,2018-10-13 22:51
郑州,这个人为什么60多了还是这么帅？？？,IwannasayI,1,4.5,2018-10-13 22:51
成都,发哥还是那么帅！城哥也演的很有层次,eBv443441257,0,4,2018-10-13 22:51
深圳,好看，非常喜欢这种剧情反转的影片,CH4373,1,5,2018-10-13 22:50
泸州,还不错，发哥很皮,Jji857718371,2,5,2018-10-13 22:50
仙游县,故事讲的不错，当然，影帝的魅力势不可挡！不出意外，相信有些人也猜到了影片的结局，可是出场的时候还是听到有人抱怨看不懂，这智商。。。真真对不起导演和编剧的良苦用心。anyway，值得观看！,PTW704000572,2,4.5,2018-10-13 22:50
佛山,可以，值得一看。,MHO308068778,1,4.5,2018-10-13 22:50
惠阳,情结起伏，不错😊 ,刘晓东4899,0,4.5,2018-10-13 22:50
成都,我用意念看懂了，超级无敌，难看,MEI良,0,0.5,2018-10-13 22:49
芜湖,好看，值得一看！,13966775917,0,5,2018-10-13 22:49
上海,好看好看好看好看 喜欢发哥,vvN519289811,0,5,2018-10-13 22:49
广州,"一直在等待反轉的懸疑片
可以猜到結局",oxt623461966,0,3.5,2018-10-13 22:48
兴安盟,电影思路不错，值得一看,司徒浩漫,0,5,2018-10-13 22:48
宁波,发哥不老，每个动作还是那么精彩,张燕兵（伯爵）,0,5,2018-10-13 22:48
北京,非常嫌疑犯的翻版。有人觉得海报上的郭富城有点像哈利波特吗？,铃儿响叮当咯,2,4,2018-10-13 22:48
咸阳,感觉是今年最好看的电影之一，发哥还是和以前一样的帅，剧情上多处反转，内容紧凑，值得二刷,中国灬小米,1,5,2018-10-13 22:48
太仓,这电影根本没有看懂啥意思，叫我怎么评价，真是骗我们老百姓钱啊，怪不得明星身价都上亿，瞎搞,UbE219656728,0,0.5,2018-10-13 22:48
湛江,"非常好看！！真真假假，假假真真！
周润发郭富城帅呆！！最后的剧情让人觉得惊讶万分！！一切都是假的，非常喜欢的类型！！",lpV329657869,2,5,2018-10-13 22:48
广州,好看，剧情很有意思。演员演技到位,EMm199833055,0,5,2018-10-13 22:48
义乌,看不懂啊！！！！！！！！！！！！！,YY58763,1,1,2018-10-13 22:48
东莞,周润发非常棒,Rff469995604,2,5,2018-10-13 22:48
大同,不错的电影，但是说一件特别的搞笑的事，本来是来看李查的姑妈，阴差阳错的买了无双的票，但是没有白花我的90十大洋，真的挺好看的值得大家一看我的小伙伴看的都懵逼了！哈哈,jua291752086,0,5,2018-10-13 22:48
如皋,刚开始以为剧情平平，最后大反转满是惊喜，发哥还是魅力不减，狠中带有诙谐,木易Vic,0,4.5,2018-10-13 22:48
南京,"开头：兴奋
中途：一般般还有点困
快到结局：没有想象中好看啊
结局：？？？！！！
真是大起大落",ugQ802158653,0,4.5,2018-10-13 22:47
东莞,后面情节有点啰嗦,Iek974921156,0,3,2018-10-13 22:47
南宁,剧情转的太快，点赞,小猫咪点妞,2,5,2018-10-13 22:47
深圳,没有沉浸在电影里  和之前看的不一样,april初,2,4,2018-10-13 22:47
深圳,还可以😄，挺好看,榮3200,1,5,2018-10-13 22:47
铁岭,发哥还那么有范,cuj378377260,2,5,2018-10-13 22:47
营口,故事情节不错 令人回味 ,iqB349749639,2,4.5,2018-10-13 22:47
海口,值得推荐！喜欢这类型的！,AYT907718373,0,3.5,2018-10-13 22:46
桐乡,郭富城的演技超过刘德华了…100分…剧情也好,HAj729554113,2,5,2018-10-13 22:46
中山,很不错啊哈哈哈,juL258947586,1,4.5,2018-10-13 22:46
上饶,情节设计的很好，有点烧脑,bé瓜,0,4.5,2018-10-13 22:46
牡丹江,剧情有点虎头蛇尾，但是电影呈现的艺术美感，和精湛工艺还是很开眼界的,浅潜大魔王,0,4,2018-10-13 22:46
湘潭,好看，整体节奏很好，结局反转，更有意思了,KAB276716746,0,5,2018-10-13 22:46
常州,最后的反转还不错，前面的剧情太平淡,Ey小白,1,4,2018-10-13 22:46
成都,真的不错，剧情完美，郭富城演技真的杠杠的,丹哥626,0,5,2018-10-13 22:45
北京,有点没看懂.,oBO678485017,1,5,2018-10-13 22:45
东莞,结局反转真的可以,Sax740754798,0,5,2018-10-13 22:45
潍坊,很不错，最近少有的品质保证的电影,BPb211381897,0,4.5,2018-10-13 22:45
盐城,剧情跌宕起伏，有意思！演员们都表现不错。发哥杠杠的👍！老郭同志戏路见长！值得一看！,木子木子111,2,4,2018-10-13 22:45
嘉兴,100分，永远的发哥,gfB372987621,0,5,2018-10-13 22:45
长沙,点赞发哥点赞小郭郭,大白牙和小白牙,2,4,2018-10-13 22:44
杭州,挺好看的。。。,李孙镇,1,5,2018-10-13 22:44
南京,满分推荐好电影,杰5080,1,5,2018-10-13 22:44
临夏,火爆，激烈，结局烧脑。,XqB13884002233,0,4.5,2018-10-13 22:43
上海,发哥老了。我也老了。,TsQ785890108,0,5,2018-10-13 22:43
大足区,好看，一般人看不懂�� ,RRv775117357,1,5,2018-10-13 22:43
南昌,确实不错，发哥表现满分，姜还是老的辣😎,吴少伟450,1,5,2018-10-13 22:43
吴江,發哥好帥，小馬哥再現。,wwb347407004,0,5,2018-10-13 22:42
石家庄,值得一看哟～,苗（miao）,0,5,2018-10-13 22:42
昆山,爱情故事，单恋狂的自白。很男人，挺好,jTg327124233,1,4.5,2018-10-13 22:42
襄阳,电影本身挺不错的，再加上郭富城，张静初，周润发以及TVB那些老戏骨，演技完全没说的，值得观看,IAq886143526,1,4,2018-10-13 22:41
常州,不错哦,谅太,0,4,2018-10-15 11:31
郑州,好看好看，推荐,人间四月天3741,2,5,2018-10-15 11:31
大连,还好吧。。可能因为早就知道剧情是反转的，所以没有觉得那么好看。。,cy130603,2,3.5,2018-10-15 11:30
深圳,很棒 大反转,iwanna.,2,5,2018-10-15 11:30
天津,周润发和郭富城演技都不错 剧情有反转 比较惊喜 无论从事什么行业 都要有精湛的技术过人的头脑 狠绝的心 是这样吗,甜酒酿9,2,4.5,2018-10-15 11:28
苏州,国产片算是不错了,隔壁隔壁的唐叔叔,1,4,2018-10-15 11:27
哈尔滨,烧脑片😖😖😖,请叫我狍子君,2,4.5,2018-10-15 11:27
黑河,很好。周润发还那么帅,nRm769924795,0,4.5,2018-10-15 11:27
青岛,剧情各种反转，行规就是行规!,团子卢迪,0,4.5,2018-10-15 11:26
江阴,好看，个人推介,惊峰,1,4.5,2018-10-15 11:26
无锡,很好看的电影，满分,色谱挼耶子,0,5,2018-10-15 11:25
襄阳,结尾非常好看(滑稽)，在中国犯罪的都跑不了,丶天下无双,1,5,2018-10-15 11:24
齐齐哈尔,剧情脑洞很大，有反转。发哥两把AK的场景不输当年的风采！着实让我心潮澎湃。,cbj800101945,1,4.5,2018-10-15 11:24
南京,好看好看好看好看好看好看,MhG567367160,0,5,2018-10-15 11:24
三河,烧脑，帅气，牛逼,wrh754871266,0,5,2018-10-15 11:23
福州,满意的一次观影,uiI545721517,1,4.5,2018-10-15 11:23
吕梁,好看....,Gei873930286,1,5,2018-10-15 11:23
海门,还可以。。。,HappyFind,1,3,2018-10-15 11:22
呼和浩特,好看的，大牌就是大牌,smile升,0,5,2018-10-15 11:21
邹城,挺好的，很精彩，,请告诉她我还想她,1,5,2018-10-15 11:20
武汉,郭富城和周润发年纪真不小了，但还是能演出年轻人意气风发的样子，毫无违和感。特别是周润发在金三角以一敌百枪战群匪的时候，天呐，仿佛是90年代tvb枪战片重现(;•͈́༚•͈̀)前部分剧情一般，结尾惊艳。,点点是个小傻逼,2,5,2018-10-15 11:20
沈阳,感觉还行，挺有意思。,syr首艺人,1,3,2018-10-15 11:18
上海,"近年来少有的优质港片。
情节曲折有悬念，不到最后一刻，绝对想不到的结局。演技，两位影帝加持，还有什么可以反驳的。",XHL551069652,1,4,2018-10-15 11:18
达州,挺好的，发哥,小平901,1,5,2018-10-15 11:17
广州,发哥拍戏就是可以,e303772033,0,3.5,2018-10-15 11:16
天台,还可以吧，其实内容不是很丰富，精彩在后面的反转。演技都还不错。,lutiny,0,3.5,2018-10-15 11:16
宿州,被周润发圈粉了，年轻的时候把我妈妈迷倒了，现在又来迷我，良心作品。,xwxcw,0,5,2018-10-15 11:16
鹤山,好看，喜欢周润发，发哥塑造的角色很完美，一开始有点分不清正邪，到最后会让人觉得很好奇，到底剧情是怎么发展下去的，很好的一部电影，👍赞,Vdh119475354,0,4.5,2018-10-15 11:15
